text,nutrient,pmid,label
conclusions: sulfated vitamin d metabolites have prominent roles for women during lactation with 25ohd(3)-s highly abundant in serum and vitd(3)-s distinctly abundant in breastmilk.,vitamin d,39024772,3
"vitamin d deficiency is believed to affect between 35 and 55% of the world's population, making it a hidden pandemic.",vitamin d,36049434,0
"background: anemia, iron deficiency (id), and iron deficiency anemia (ida) among young children are public health concerns in developing countries.",iron,29901736,4
"blood was assayed for vitamin d, sex hormones, and a metabolic panel.",vitamin d,30768576,4
"being premature, not attending antenatal care, having pregnancy-induced hypertension, being a rural resident, having a pregnancy interval < 24 months, not having iron-folic acid supplementation and being a maternal age < 20 were significant predictors of lbw.",iron,40338902,3
aims: to investigate the relationship between vitamin d and mg deficiency and the risk of anxiety and depression in patients with primary hyperhidrosis.,vitamin d,33738914,1
children with inattentive type had significant lower levels of zinc and ferritin than controls (p value 0.001 and 0.01 respectively) with no significant difference between them as regards magnesium and copper levels (p value 0.4 and 0.6 respectively).,magnesium,22206662,4
critical vitamin d and iron intakes in infants aged 6-11 months: results from the nationwide german kiesel study.,iron,40034734,4
conclusion: vitamin d deficiency was correlated with the symptoms of depression in stroke patients.,vitamin d,26949678,1
"conclusion: preoperative iron deficiency is frequent among cardiac surgery patients and is associated with anaemia, higher transfusion requirements and postoperative fatigue.",iron,21885979,1
correction: maternal vitamin d intake and bmi during pregnancy in relation to child's growth and weight status from birth to 8 years: a large national cohort study.,vitamin d,36889837,3
all patients also received daily oral iron (200 mg fe(+)).,iron,16965592,2
"aluminum, boron, calcium, copper, iron, magnesium, manganese, molybdenum, phosphorus, potassium, sodium, and zinc: concentrations in common western foods and estimated daily intakes by infants; toddlers; and male and female adolescents, adults, and seniors in the united states.",magnesium,11573761,4
"immediately after the marathon race, we observed a negative correlation between il-8 and daily ei, carbohydrate, fiber, fat, iron, calcium, potassium, and sodium intakes, and higher levels of il-8 on runners with <3 g/kg/day of carbohydrate intake compared to runners with >5 g/kg/day.",iron,31686980,2
"a high proportion of pregnant and lactating women had inadequate intakes for vitamin d (94%), vitamin e (82%), vitamin c (52%), and vitamin a (50%), magnesium (35%), folate (31%), zinc (25%), and vitamin b(6) (22%); only 4% and 35% met ai for choline and potassium, respectively.",magnesium,38613015,3
animals challenged with 0.125% dncb in the presence of magnesium chloride (28% and 14%) demonstrated significantly less pronounced contact dermatitis (ear swelling) than did animals challenged with dncb alone (p less than 0.001 and p less than 0.01).,magnesium,2276913,1
almost all (94%) patients required magnesium supplements to maintain magnesium (mg) levels >/=1.5 mg/dl.,magnesium,22484323,0
"after treatment with oral iron, patients of group 1 show a significant increase in serum ferritin, serum iron, hematocrit, erythrocytes, and hemoglobin, a significant decrease in transferrin, and diminished iron absorption.",iron,6880414,0
"authors' conclusions: intravenous iron probably reduces fatigue slightly in the early postpartum weeks (8 to 28 days) compared to oral iron tablets, but probably results in little to no difference after four weeks.",iron,39670550,1
"ferroptosis is a type of regulated cell death characterized by its non-apoptotic, iron-dependent and oxidative nature.",iron,39614322,0
"crystalline desoxyribonuclease acts very slowly, if at all, in the absence of magnesium (or manganese) ions.",magnesium,15406374,0
"however, data on the vitamin d status of young african children and its environmental and genetic predictors are limited.",iron,34011341,4
"eligible participants were randomized to receive either treatment as usual (tau; n = 23) or tau plus single parenteral dose of 3,00,000 iu of vitamin d (n = 23) at baseline.",vitamin d,32823218,2
conclusion: pm2.5 exposure might contribute to suboptimal levels of vitamin d in pregnancy.,vitamin d,38870315,3
"at uw health, magnesium was given at a rate of 1g/60 min.",magnesium,39434564,2
a decrease in the solvent polarity increases the charge transfer from the oxygen of the alcohol to the iron ions.,iron,18826271,3
erratum to: iron deficiency without anemia is associated with anger and fatigue in young japanese women.,iron,26487444,1
(n = 42) or caffeine plus magnesium plus aminophylline 250 mg i.v.,magnesium,22764514,3
"as such, vitamin d enhances the efficacy of memantine in terms of neuronal protection and prevention of cognitive decline in alzheimer's disease.",vitamin d,24948022,1
background: the role of vitamin d in depression has been gaining increased research interest.,vitamin d,34606802,1
"high concentrations of soluble orthophosphate, magnesium and potassium are released during anaerobic digestion of biological phosphorus removal (bpr) sludge.",magnesium,12188563,0
"conclusion treatment with oral liposomal iron is effective in improving mild iron deficiency anemia and quality of life, as well as in decreasing fatigue in patients with inactive or mildly active inflammatory bowel disease.",iron,32367457,1
"conclusion: effective vitamin d supplementation in healthy young adults can be achieved with a daily dose of 2,000 iu during winter.",vitamin d,39740917,2
"extraintestinal symptoms and fatigue inversely associated with intake of vitamin b6, phosphorus, magnesium, and iodine, as was plasma levels of iron, and positively associated with plasma iron-binding capacity.",magnesium,35304769,1
aim: to determinate the efficacy of picosulphate sodium with magnesium citrate as a bowel preparation in children and adolescents.,magnesium,15499422,4
"determination of maternal serum zinc, iron, calcium and magnesium during pregnancy in pregnant women and umbilical cord blood and their association with outcome of pregnancy.",magnesium,27147914,3
"conclusions: the oral vitamin d3 supplementation, according the dose, and the treatment duration does not like in black-skinned people versus to white-skinned inhabitants, while the 02 groups are native to the same saharan environment.",vitamin d,35930297,2
"a novel serial catalytic strategy for selective defluoroalkylation of trifluoromethyl alkenes has been developed, utilizing photocatalytic defluorocarboxylation followed by photoinduced iron-catalyzed decarboxylation/isomerization.",iron,40152816,0
"effect of oral high molecular weight hyaluronic acid (hmwha), alpha lipoic acid (ala), magnesium, vitamin b6 and vitamin d supplementation in pregnant women: a retrospective observational pilot study.",magnesium,37736936,3
"conclusion: the results indicate that higher maternal vitamin d status during pregnancy may be related to higher childhood adiponectin z-score, but not with any other cardiometabolic risk marker.",vitamin d,39999040,3
and the utilization of other non-essential heavy metals such as cadmium are increased due to iron deficiency anemia in women during pregnancy.,iron,40306534,3
dietary magnesium intake was stratified by low magnesium intake (<299 mg/d) and high magnesium intake (>/=299 mg/d).,magnesium,35284447,2
fracture protection is optimal when patient adherence to medication exceeds 80% and vitamin d doses exceed 700 iu/day.,vitamin d,18852718,2
after a prospective baseline period of 4 weeks they received oral 600 mg (24 mmol) magnesium (trimagnesium dicitrate) daily for 12 weeks or placebo.,magnesium,8792038,2
disturbances of calcium and magnesium metabolism are frequent in hyperthyroid patients.,magnesium,2805340,0
"also, the information on shielding effect of maternal dietary iron intake during pregnancy on the adverse effects of prenatal lead exposure on children's postnatal neurocognitive development is very limited.",iron,26825887,3
conclusion: children and adolescents with t1dm have lower magnesium levels than controls; that is more pronounced among those having microangiopathy.,magnesium,40169565,4
